stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.56,0.85,0,1.13,0,0,0.28,0,22.83,1.13,0.85,0.28,0,0,0,0,1.41,0.28,0.56,0,0,0
21Day,0.74,0,0,0.74,0.37,0,0,0,0,0,0,0,0,0.74,0,0.37,0,0.37,0.37,0,0,0,0,13.69,2.22,0,0,0.74,0.74,0,0,0,0.37,0.74,0,0,0.74
3Month,0.1,0.21,0.21,4.16,0,0.1,0,3.22,0.94,0,0,4.06,4.37,0,1.35,0.21,0.21,1.35,1.35,0.42,0,0.21,0.1,0.52,0,1.66,0.62,0.21,0.42,0.1,1.04,0,0,0,0.1,1.25,1.25
22Month,0.14,1.09,0,1.91,0,0,0.14,0.96,1.78,0.14,0,14.62,1.64,0.27,0.96,0.14,0.14,1.23,2.32,0.27,0.55,0.55,0,1.09,0.27,2.19,0.14,0.14,0.14,0,1.23,0,0.14,0,0,0,0.41
