stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.56,0,1.41,0,0,0,0,0,0,0,0,0,0,2.54,1.13,0.85,0,0,0,0,1.13,1.69,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0
21Day,0.74,0.37,0.37,7.03,0.37,3.7,0,2.22,0,1.11,0,0.74,0.37,5.18,0,1.11,4.07,1.85,5.92,0,0,1.11,0,0.37,0.74,0,0,0,1.48,0.37,0,0.74,0.74,0.37,0,0,0,2.59
3Month,0.1,1.14,0.94,16.33,0.1,0,0.21,0.42,3.12,6.97,0,18.1,5.2,1.04,11.55,0.94,3.74,6.87,4.89,0.83,0,1.04,0.62,0.52,0.21,1.66,0.31,0,0.1,0.73,0.1,5.51,0,0,0.1,0.83,34.64,12.07
22Month,0.68,1.37,1.78,6.01,0.27,0,0.55,0.27,1.5,8.61,2.19,42.09,2.19,3.55,20.63,0.14,0.96,14.07,3.14,0,2.32,0.68,0.27,0.41,0,0.55,0.41,0.27,0,0.14,0,1.78,0.27,0,0,0.14,0.14,5.6
