stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,27.62,0,1.41,0,0,0,0,0,0,0,0,15.5,0.28,0.85,0,0,0,0,16.91,7.61,0.28,0,71.31,0,0,0.28,0,0,0,0,0,0
21Day,1.48,0.37,0,38.48,0,2.59,0.37,0.37,0,0.74,0,0.37,0.37,0,17.02,0.37,15.91,0,0,0.37,0,2.96,0.37,0,0.37,69.93,1.85,0.74,0.37,0.37,1.11,0,0,0,0
3Month,0.21,0.31,0,32.77,0.21,0,0.1,0.42,0,2.18,0.73,0.1,0.73,0.31,28.29,0.52,1.25,1.56,0,0.1,0.31,0.21,0.31,0.73,0.1,0.1,0.52,6.76,0,0,0,0,1.56,1.87,0.31
22Month,0,0.55,0.14,21.86,0,0,0.14,1.09,0.41,7.79,0.55,0,0.82,0,1.91,0.68,1.91,0.55,0.14,0,0,0,0.14,0.41,0,0,0,3.28,0.14,0,0,0.14,0,0,0
