stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,0,0,16,0,0,0,21,0,0,0,0,0,0,0,0,0
72hpf,8.74,20.29,0,1.41,0.85,3.66,0,0,0,0,0,0,0,0,0.28,0,0.85,1.97,0.85,100.62,0,0.85,0.28,10.43,12.4,0,0,0,80.89,0,0,1.13,0,0,2.82,0,0,0
21Day,23.68,14.8,0,3.33,0.37,1.48,0,0.37,0,0,0.74,0,0.74,0.37,0.37,0,0.37,0.74,1.48,125.06,0.37,8.88,0,4.07,5.92,0,0,0,60.68,5.18,0,0.37,0.37,2.59,1.48,0.37,0,0.37
3Month,0.62,33.18,0.21,2.08,0,0,0.21,0,0.94,0.31,1.56,0.21,3.22,1.35,0.21,0.83,0.1,0.42,0.62,29.23,6.45,2.91,0.1,0.31,0.21,0.1,0.1,0,0.42,0.83,0.21,0,0,0,0.31,6.24,0.42,0.73
22Month,0.27,50.56,0,0.82,0,0,0.27,0,0,0.14,1.5,24.46,7.65,0.55,1.37,0.82,0,0,0.82,24.19,0.27,1.23,0,0,0,0.55,0.55,0.27,0.14,0,0,0,0.27,0,0,0.96,0,0.14
