stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0.85,0.56,0,0,0,0.28,0,0,0.28,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.74,0,0,0,0,0,0,0,0.37,0,0.37,0,0.37,0,0,0,0,0
3Month,0.62,0.31,4.47,0.1,0,0.1,0.31,1.04,0,8.74,1.66,0.62,2.91,0.31,1.77,0.52,1.56,0.94,0,0.21,0.31,0,0,0.21,0.1,0,0,0.31,1.56,0.21,0,0.1,1.35,1.35
22Month,2.32,0.41,2.73,0,0.14,0.14,0.41,5.47,2.46,43.59,1.37,0.55,4.1,0.27,0.68,3.14,3.42,0.14,2.19,0.14,0,0.27,0,1.09,0.68,14.48,0.14,0,2.87,0.27,0.14,0.27,0,0.55
