stage,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Spermatocyte
24hpf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.56,0,0,0,0.56,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.37,0
3Month,0,0.42,0.21,0.1,0.62,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.1,0,0.62
22Month,0.14,0.41,0,0,2.87,0.14,0,0.14,0,0,0.27,0.14,0,0.14,0,0,0.14,0.14,0.27,0,0
