stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,7,0,12,0,0,0,1,0,0,1,0,2,0,0,0,0,1,6,25,273,0,0,0,1,3,124,0,0,38,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.54,0,1.69,0,0,0,0,0.85,0,0,0,0,0,0,0.28,12.97,0.28,8.74,0,0,0,0,2.25,1.41,0,0,9.86,0,0,0,0,0,0,0,0,0,0
21Day,2.22,0,0.37,46.99,0.37,3.7,0,0,0,0,2.59,0,0,0.37,0,1.11,1.11,6.66,169.45,1.48,4.07,0,0,0.37,0,2.59,1.48,0,0.37,2.59,2.22,0,0.37,0,0.74,1.85,0,0,0,0.37
3Month,0.1,1.77,1.04,487.32,0,0,1.66,0.1,0.31,1.46,16.64,0,0,21.32,9.57,0.73,9.88,4.68,12.9,7.59,7.59,0.83,0.42,1.25,2.29,0.73,0,0.62,1.14,0.21,3.64,0.1,21.84,0.42,0,0,0.21,15.29,174.75,6.03
22Month,0.14,0.96,0.14,78.16,0,0,0.27,0,0,0.41,19.95,0.14,0,7.65,1.91,0.14,0.96,1.5,1.64,4.65,1.23,0.14,0.41,0.27,0,0.27,0,0,0.27,0.14,0,0,8.75,0,0.27,0,0,0.27,1.09,0.14
