stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5,9,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,2.25,0.56,1.13,0,0,0,0,0,0,0,0,0,3.1,16.07,1.13,3.66,0,0.28,0,1.13,3.95,3.95,0,0.56,3.66,0,0,0,0.56,0.28,0.56,0,0,0
21Day,0.74,0.37,0.37,8.14,0,1.48,0,0.37,0,0,0,0.74,0.37,1.11,1.11,0.37,2.59,5.92,2.22,0,0,0.74,0,1.85,0.37,0,0.37,0.74,0.74,0,0,0,0,0.74,0,0,2.22
3Month,0,0.73,0.62,14.15,0.1,0,0.42,0.21,4.16,6.97,0,34.22,5.3,0.62,11.03,1.77,1.87,14.98,1.35,0.42,0.1,1.87,3.33,0.31,0.1,0.42,0.73,0.1,0.94,0.1,4.99,0.1,0,0,0.42,4.47,3.64
22Month,0,1.09,0.96,4.37,0.27,0,0.14,0.14,2.32,8.06,0.96,33.07,2.32,1.09,12.98,0.55,0.41,10.52,2.19,0.14,1.09,0.96,0,0.14,0,0.41,0.27,0.14,0.14,0,2.05,0.27,0,0.14,0.14,0,0.96
