stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,2,0,4,0,0,0,1,0,1,1,263,3,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,1.13,0,1.69,0.85,1.41,0,9.02,0,10.43,0,0,0,42.84,0,0.85,7.05,63.42,4.23,0,0.28,0,0.28,233.93,13.25,0.28,0,3.95,0,0,0,1.41,0,0.56,0.85,0,0,1.41
21Day,9.62,1.11,0.37,20.72,0.37,15.54,0,24.05,0,41.81,0,3.7,28.49,281.19,3.7,2.22,9.25,173.89,15.54,0,0,3.33,0,119.14,17.02,2.96,0.74,8.51,11.47,0,0.74,1.48,2.22,5.18,1.85,0,0,242.34
3Month,0.62,2.6,1.04,16.23,0.31,0,2.81,4.37,3.12,170.48,0,24.96,418.88,28.08,10.3,2.29,6.03,217.6,11.44,1.87,0.31,3.12,2.39,3.33,0.31,4.47,1.25,1.04,5.93,1.14,7.39,0.83,0.21,0,0,3.22,4.89,472.86
22Month,0.68,2.73,1.09,5.47,0.14,0,4.24,3.28,0.82,306.91,0.96,26.24,161.66,42.63,3.83,0.41,0.82,205.11,5.74,0,1.09,0.55,0,1.91,0.27,1.91,1.37,0.41,0.41,0,1.09,0.82,1.23,0,0,0.27,0.41,105.36
