stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,5,0,0,0,0,0,0,0,2,0,0,0,0,5,7,10,9,0,0,0,0,2,19,1,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,1.13,0,4.51,1.97,1.41,0,0.85,0,0,0,0,0,0,0.28,0,2.54,26.49,1.69,8.46,0,0.85,0.85,0.28,34.67,6.48,1.13,0.85,7.33,0,0,0,3.1,0,0,0.56,0,0,0
21Day,4.44,0.37,0.74,31.82,3.33,9.25,0,5.92,0.37,0.74,0,0,2.96,1.85,8.14,4.44,2.96,16.28,8.88,17.76,0,0,4.07,0,16.28,4.81,0.74,1.11,7.77,2.96,0,0.74,1.11,0,2.59,1.11,0.37,0,6.66
3Month,0.31,2.08,0.62,40.15,0.73,0,1.25,0.62,10.09,14.56,0,0,27.88,20.18,0.94,15.81,4.68,9.26,13.94,7.7,1.98,0,11.03,1.04,2.39,0.42,2.29,1.25,1.04,1.46,0.1,15.81,0.31,0,0,0,2.39,11.13,24.55
22Month,0.68,4.1,2.05,19.54,0,0,0.68,0.27,5.6,22.55,9.02,0,58.49,7.65,2.32,18.45,1.37,2.19,16.94,7.79,0.14,1.64,4.65,0,1.09,0.14,3.01,2.05,0.41,0.14,0,8.34,0.68,0.41,0,0,0.55,0.14,9.84
