stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,13,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.56,0,4.23,7.61,1.13,0,0,0,0,0,0,0,0,0,0,0.28,3.95,0,2.54,0,0,0.56,0,25.37,60.88,2.25,0,1.97,0,0,1.69,2.25,3.95,4.23,0,0,0
21Day,2.59,0.37,0,39.59,9.25,3.7,0,1.11,0,0,0,0,0,0.74,1.48,10.73,0.74,7.03,0.37,4.07,0,0.37,10.36,0,49.95,12.95,0.37,0,2.22,4.07,0,11.84,27.38,97.68,34.78,0,0,0.37
3Month,0,0.21,0.1,4.78,0.73,0,0.1,0,0.21,0.42,0,0,4.99,0.62,0.31,0.83,0.52,0.94,0.62,0.52,0.21,0,1.56,0.1,1.46,0,0.31,0,0,0.1,0.73,5.1,0.1,0.21,0.1,0.21,0.1,0.42
22Month,0.14,0.27,0,4.51,0.27,0,0,0.14,0.14,0.96,0.14,0,15.85,0,0.14,2.32,0.14,0.55,0.41,1.09,0,0.27,2.73,0.14,1.09,0.14,0.96,0.41,0,0.14,0.68,34.44,1.37,0,0.41,0,0,0.27
