stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,11.84,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.13,0,0,0.56,0.56,1.97,4.51,0.56,0.85,0,0.85,0,0,0.85,0.28,0,0,0,0
21Day,0.37,0,0,4.44,11.47,0.37,0,0,0,0,0,0,0,0,0,0.37,4.81,0.37,1.11,4.81,0,0,0.37,0,5.55,1.85,1.85,6.29,0,1.85,0.74,1.11,0.37,0.74,0.37,0,0,0.37
3Month,1.56,0.73,0.31,8.22,1.46,0,0.21,0.1,1.46,1.66,0.31,0,7.49,2.39,0.1,5.41,0.62,1.77,1.25,22.68,0.52,0,1.14,0.31,0.42,0.1,0.1,7.07,0,0.21,0.62,4.26,0.21,0,0.1,0.52,1.66,0.62
22Month,0.82,0.41,0.55,3.96,3.14,0,0.68,0,6.42,2.73,0.14,0,14.21,1.5,0.41,3.14,0.41,0.96,0.96,32.66,0,0.14,0.41,0,1.78,0,1.23,14.76,0.14,0.82,0.27,7.52,1.23,1.37,0,0.27,0,1.64
