stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,0.28,0.28,0,1.41,0,0.28,0,0.28,0,0,0,0,0,0,1.69,0,0.85,13.81,7.33,0.28,0,0,0,0.28,3.95,1.13,0,0,0,0.28,0,0,0.85,0.28,0,0.56,0,0,0
21Day,1.11,0.74,0.37,27.01,1.11,4.81,0,3.7,0,0.37,4.81,0,1.85,1.85,9.62,2.59,1.48,18.13,15.17,6.66,0,0,2.22,0,4.07,2.96,0.37,0,0,2.96,1.48,0,1.48,0.74,0.74,0.37,0,0,4.07
3Month,0.52,4.26,3.22,60.12,0.1,0,1.46,1.25,0.1,19.04,67.19,0.21,55.55,88,4.89,70.94,6.14,11.96,48.37,10.92,2.5,0.31,16.75,3.85,3.12,0,3.64,0.62,0,0.42,3.74,0.1,31.21,0,0.21,0,3.74,6.97,19.66
22Month,0.27,5.88,4.78,23.23,0.14,0,2.32,0.55,0,12.57,213.31,13.66,155.92,36.49,7.93,66.14,1.64,2.73,69.96,14.89,0.68,3.55,9.84,0.27,1.64,0.14,2.73,1.5,6.42,0.82,0.41,0,39.76,1.09,0.55,0.14,0.82,0,5.88
