stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,19,0,0,0,0,6,124,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.23,1.69,0,2.25,1.13,0,0,1.97,0,0,0,0,0,1.13,0,6.2,6.2,0.28,8.46,0,0.28,0.56,0,29.03,31.29,0,0.28,0,8.46,1.13,0.28,1.69,0.28,0,0,0,0
21Day,7.4,0.74,0,18.87,0.37,3.7,0,7.03,0.37,0,0,2.22,0,7.4,0,1.11,4.44,0.74,24.42,0,0,1.11,0,11.84,14.8,0,0,0,8.51,2.96,0.74,2.22,0.74,0.74,0,0,3.33
3Month,0,0.83,0.52,11.55,0.1,0,0.21,0.62,0.31,1.04,0.1,15.71,0.73,1.77,3.74,0.94,3.43,1.98,2.91,0.21,0.1,0.1,0.31,0.52,0.1,0.42,0.42,0,0.31,0.73,17.37,0.21,0,0,0.83,0.73,3.64
22Month,0,0.96,0.68,4.37,0.14,0,0.14,0.41,0.82,1.78,2.32,54.39,0.96,3.28,6.42,0.41,1.09,3.14,1.91,0,1.09,0.41,0,0.27,0.27,0.14,0,0.96,0,0,5.74,0.41,0,0,0.14,0,1.91
