stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0.56,0,0,0,0,2.25,0.85,0,0,1.41,0,0,0,0,0,0,0,0,0
21Day,5.55,2.22,0.74,16.65,3.7,0,4.07,0,0.37,0,0,0.74,5.18,1.11,0,3.33,4.44,31.45,0,0.37,3.33,0.37,8.51,7.03,0,0.37,4.07,1.48,1.11,4.44,0.37,0.37,0.37,0,0,4.07
3Month,0.1,1.04,0.52,43.79,0,0.62,1.46,5.3,6.76,0.1,10.82,8.63,2.91,13.11,1.35,9.88,9.78,9.78,1.56,0,2.7,1.66,1.14,0.52,2.39,0.42,0.1,0.94,42.65,0.31,0,0,0.1,4.78,4.06,11.96
22Month,0.14,2.19,0.96,10.66,0,1.23,1.09,1.37,9.84,0.55,24.87,5.47,8.88,12.98,0.27,2.19,15.17,9.84,0.27,0.96,1.78,0.14,0.27,0.14,1.91,1.23,0.14,0.55,22.96,0.14,0.27,0,0,0.27,0,6.97
