stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0
21Day,0.37,0,2.59,10.36,0,0,0,1.48,0.37,0,0.37,0,3.7,1.85,0.74,4.81,8.51,0.37,0,0.37,0,0,1.48,0,0.37,0,0,0,1.11,0,0.37,0,0.37,0,0,0,0.37
3Month,0.31,0.83,11.44,42.54,0.1,0.94,0.1,71.36,6.66,0.1,22.47,8.95,1.56,142.4,1.35,5.51,15.29,3.95,1.04,0,10.3,1.77,0.94,0.1,2.29,0.42,0,0.1,1.25,2.6,0.1,0,0,0.1,2.29,2.5,13.11
22Month,0.41,3.83,9.02,17.49,0,0.55,0.27,30.88,10.52,1.78,31.84,4.37,4.1,142.53,0.82,2.46,12.16,3.01,0.27,1.5,5.06,0.14,0.55,0,3.14,0.27,0.14,0.14,0.68,2.32,0.55,0.27,0,0,1.37,0,6.15
