stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.13,0.56,0,0.85,0,0,0,1.97,10.71,9.58,0,0,1.13,0,0,1.13,0,0,0,0,0
21Day,0.74,0.37,4.07,3.33,0.37,0,0,0,0,0,0,0.74,0,1.11,36.26,0.74,1.85,0,4.07,0,0,0.74,2.59,4.07,3.7,0,0.74,2.22,1.11,0,0.74,0.37,0.37,0,0,1.11
3Month,0.42,0.31,1.77,7.91,0,0.62,0.1,0.1,3.95,1.98,2.39,29.33,3.33,0.1,360,0.83,2.39,1.46,2.5,1.14,0.1,0.62,27.04,1.14,0,0.52,1.46,0.31,2.81,10.4,0,0,0,0.62,5.2,1.98
22Month,0.41,0.68,1.5,2.05,0,0.27,0,0,4.78,0.68,0.55,11.75,0.55,0.27,268.79,0.27,0.55,0.55,0.68,0,1.09,0,0.96,0,0.14,0.82,14.62,0.27,0.27,2.46,0,0.14,0,0,0,0.41
