stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.97,0,0,0.28,0,0.28,0,0,0,0,0,0,0.56,0,0,0.28,1.41,3.1,0,0,0.56,0,7.61,0.28,0,0,0,0,0,0.28,0,0,0,0.56
21Day,0,0.37,0,0.74,0.37,0,1.11,0,0,0,0,0,0,12.95,0,0,0.74,0.37,1.11,0,0,0.37,0,2.96,0,0,0,0.37,1.11,0,0,0,1.48,0,26.64
3Month,0.31,0.21,0.21,8.43,0,1.14,0.21,0,1.04,2.08,0,6.45,3.74,3.85,3.54,0.62,2.81,8.95,3.64,1.04,0.21,0.62,0.62,0.52,0.52,0.52,0.42,0.21,1.77,13.73,0.1,0.1,104.23,9.05,186.4
22Month,0.55,0.82,0.27,1.78,0,0.55,0.41,0.14,0.41,2.05,0.55,11.62,1.09,1.64,1.5,0.27,0.41,9.57,2.6,0,0.27,0.27,0.14,0.14,0,0.41,0.27,0,0.14,14.76,0.27,0.14,10.25,0.14,95.52
