stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,10,209,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.94,1.13,0,7.05,0.85,13.53,0,0.56,0,0.28,0,0,0,1.13,0,3.66,20.57,1.97,21.14,0,0.28,0.56,1282.69,177,0.28,0,0,23.11,0.56,0,23.68,0.56,0.85,1.41,0,0,0
21Day,7.03,1.85,0.74,14.43,0.37,18.13,0,3.33,0.74,0.74,0,2.59,0.74,4.81,1.48,2.22,8.14,2.59,15.54,0,1.85,0.37,621.95,79.92,0.74,1.48,0,11.84,14.8,1.85,8.51,1.85,4.07,1.85,0,0,4.07
3Month,0,0.1,0.21,1.46,0,0,0.1,0,0,0.1,0,1.04,0.42,0,0.42,0,0.62,0.1,0.21,0,0,0.1,2.29,0.83,0,0.1,0,0,0.1,17.99,0.42,0,0,0.42,0.1,6.97,0.42
22Month,0.14,0,0,0.96,0,0,0,0,0,0.14,0.14,4.65,0.14,0,0.55,0,0,0.14,0.41,0.14,0,0,3.55,0.27,0,0,0.14,0,0,7.65,0.41,0,0,0.14,0,0,0.14
