stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,341,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,0.28,0.28,0,4.51,0,4.51,0,0,0,0,0,0,0.28,31.85,1.97,0,0,0,0,3.95,1.97,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0.28
21Day,1.11,0.37,0,4.44,0,6.66,0,22.57,0,41.07,0,0.74,5.55,33.67,0.37,0,2.96,79.18,8.51,0,0,4.07,0,4.81,4.44,0,0,0,7.4,4.44,0,0,0.74,0,1.11,0.37,0,0,32.19
3Month,0,1.04,0.42,2.5,0,0,0.52,9.26,3.95,121.39,0,4.89,66.57,1.25,1.66,0.21,0.73,35.99,3.43,0.62,0,0.83,0.52,1.25,0,0.52,0,0,0.31,1.87,0.1,1.66,0.1,0,0,0.1,0.94,0.94,17.37
22Month,0.27,1.09,0.14,1.91,0,0,1.37,7.52,1.23,180.1,0.27,5.19,13.66,1.23,1.09,0.27,0.14,46.87,3.01,0.14,0.27,0.55,0,0.27,0,0.55,0.27,0.14,0.14,0.55,0,0.96,0.27,0.41,0,0,0.27,0,9.29
