stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.13,0,1.13,0.28,0.56,0,0,0,0,0,0,0,0,0,0.56,1.41,0,3.1,0,0,0,0,8.17,2.25,0.28,0,0,2.54,0,0,0,0,0,0.28,0,0,0
21Day,0.37,1.11,0,5.18,0.37,1.48,0,1.11,0.37,0,0,0,0.37,1.48,0.74,0,2.59,1.48,2.59,0,0,1.11,0,3.33,1.48,0.37,0,0,1.11,1.48,0,0,0,0,0.74,0,0,3.33
3Month,0.1,0.94,0.52,8.01,0.1,0,0,0.31,3.22,7.7,0,8.01,13.63,0.62,11.65,0.83,3.02,6.76,3.02,0.52,0,2.81,0.21,0.83,0.1,1.04,0.1,0,0.21,0.31,0.1,7.18,0.1,0,0,1.04,8.84,7.59
22Month,0,1.23,0.27,3.96,0.14,0,0.27,0.14,1.09,10.52,3.28,45.91,5.19,1.09,9.84,0.27,0.96,6.01,2.73,0.27,0.55,0.96,0,0.41,0.41,0.68,0.14,0.27,0,0,0,0.41,0.14,0.27,0,0.27,0.27,2.73
