stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,1.41,0,2.54,0,0,0,0,0,0,0,0,0.85,4.51,0.85,1.69,0,0,0,0,322.15,7.89,1.69,0.85,1.69,0,0,2.25,0.28,0,0.56,0,0
21Day,1.11,0,0.37,4.44,0,3.33,0.74,0,0,0,0,0,0.74,1.11,0,2.22,0.74,3.7,0,0,0.37,0,195.72,4.07,1.11,4.81,1.85,3.33,0,0,0.74,1.11,1.11,0,0.74
3Month,0,0,0,0.73,0.21,0,0,0.31,0.52,0,1.87,0.21,0,2.7,0.62,0.21,0.31,0.31,0.1,0,0.21,0.1,19.24,0.1,1.56,0.1,0.1,0.21,0.31,0,0.42,0,0,0.21,0.1
22Month,0.14,0.14,0.14,0.96,0,0,0,0.14,0.55,0.14,6.15,0,0.14,1.64,0,0.14,0.41,0.14,0,0.27,0.14,0,13.39,0.14,3.83,0.41,0,0,0.55,0.96,0.14,0,0,0,0.14
