stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,5,0,0,1,0,8,0,0,2,0,0,0,0,0,0,0,50,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,4.79,0,2.54,0.28,0,7.61,0,0,0,0,0,0,9.02,0,0,0.56,0,1.41,0,0,0,0,3.38,0.85,0,0,0,0.56,0,0.56,0.56,0,0,0,0,0.28
21Day,0.37,2.22,0,15.17,8.14,0,27.38,0,0.37,0.37,0,0.74,1.85,43.29,0.37,0.37,3.33,4.07,6.66,0,0,5.55,0,3.33,2.59,0,0.37,0,1.48,1.85,0,0,1.11,0,1.11,0,3.33
3Month,0.31,16.33,0.1,34.01,0,0.83,13.21,0,36.82,2.81,0.1,8.22,54.5,10.19,5.1,2.5,3.12,6.87,10.3,0.83,0.31,23.82,1.66,2.5,0.21,1.14,0.52,0,2.18,2.39,8.01,0.21,0,0.1,128.67,3.64,40.77
22Month,0.14,42.22,0.27,15.85,0,0.82,9.84,0.14,11.07,2.32,0.55,9.02,34.57,12.3,3.28,0.27,0.55,6.29,2.6,0.27,0.14,10.39,0.14,3.14,0.14,0.14,0.27,0.14,2.19,0.14,6.15,0.27,0,0,20.09,0,23.23
