stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,13,0,0,0,2,0,0,0,0,1,0,0,0
72hpf,0.56,0.28,0,0.85,0.56,0,0,0.56,0,0,0,0,0,0.28,0,0,0,7.05,1.69,0.28,1.97,0,1.69,0,0.28,7.89,9.02,0,0,0,1.41,0,0,1.13,0,0.85,0,0,0
21Day,4.44,0,4.44,5.92,0,2.22,0,0.37,0,0,0,0,0,11.84,0,0.37,12.58,0,4.07,0.37,5.18,0,0.74,0.74,0,5.92,5.18,0,0,0,4.44,2.22,2.22,1.85,0.37,2.59,0,0,0.37
3Month,0.42,1.56,8.95,24.96,0.42,0,1.77,0.31,0,9.05,4.68,0.21,0,532.88,6.76,0.42,178.18,6.14,7.18,4.37,19.45,7.8,0.42,3.12,18.52,1.46,0.1,3.85,1.77,0,0.52,8.53,55.65,1.35,0.1,0.21,3.43,18.93,3.74
22Month,0.14,2.19,8.61,8.75,0,0,1.64,0.41,0.14,6.42,2.6,1.91,0,554.52,0.96,0.41,197.32,0.68,1.78,2.6,17.35,0.96,9.16,1.64,0.41,1.23,0.14,2.6,1.5,2.19,0.27,2.32,10.52,1.78,0.27,0.14,0.41,0,2.05
