stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0.28,0.85,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0,0,0,1.48,0,5.18,0,0.37,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0.37,0.74,0,0,0,0.37,1.11,0.37,0,0,0,0,0
3Month,0.1,0.31,0.21,2.7,0,0,1.25,0,0.1,1.14,0.52,0,11.75,0.94,0,6.24,0.31,1.25,0.52,0.52,0.1,0,0.42,0.42,0.1,0,0.21,0,0,0,0.42,8.32,0.1,0,0.21,12.07,1.25
22Month,0,0.68,0.82,0.82,0.14,0,1.5,0.14,0,0.14,1.64,0.68,204.7,0.55,0.27,10.52,0,0.27,1.5,1.37,0.14,7.93,0.55,0,0,0,0.55,0.82,0.41,0,0.14,2.46,0.27,0.41,0,0,0.82
