stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,1.13,0,0,0,0,1.69,2.25,0,0,0,0.28,0,0.56,0,0,0,0,0
21Day,1.11,0,0,1.11,0.37,0.74,0,0,0,0,0,0.37,0,0.74,0,0,0.37,0,1.85,0,0,0,0,1.85,0.37,0.37,0,0,1.48,0,11.1,0.37,0,0,0,0
3Month,0.21,0.52,0.73,5.93,0.1,0,0.52,0.1,1.25,2.6,0.1,10.19,3.12,0.21,4.47,1.04,2.5,2.08,3.02,0.62,0.1,0.52,1.87,2.7,0.21,0.52,0.31,0,0.21,3.74,374.88,0.52,0.1,2.08,172.67,1.35
22Month,0,0.14,0.14,0.41,0,0,0,0,0,0.55,0,5.19,0.14,0.27,0.14,0,0.14,0.27,0.96,0,0.27,0,0,0.55,0,0,0.14,0.14,0.14,0.14,49.06,0.14,0,0,0.55,0
