stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,0,0.85,0.56,0,0,2.54,0,0,0,0,0.28,0,0,0
21Day,0.37,0.74,0,0.74,0.37,0,0,0,0,0,0,0.74,0,1.48,0,0,1.85,0.37,1.11,0,0,1.48,0,0,1.11,0,0,0.37,0.37,0,0,0,0,0,0,0.37
3Month,0,2.39,0.62,6.87,0.1,0,0.42,0.1,1.35,0.52,0,104.85,1.14,0.62,1.35,0.83,2.39,1.35,4.16,1.04,0,1.04,0.73,0.1,0.1,0.31,0.31,0.42,0.73,9.05,0,0,0,1.25,4.26,5.93
22Month,0.14,4.24,0.41,4.65,0,0,0.14,0.27,0.82,0.41,3.69,117.25,0.14,0.55,0.96,0,0.41,0.14,4.37,0.14,2.19,0.41,0,0,0,0,0.41,0.14,0.14,1.09,0.27,0.14,0,0.14,0,1.23
