stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,9,1,0,0,0,0,0,0,24,0,0,0,0,1,7,3,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0,0,8.74,5.64,0,0,0,0,0,0,0,0,0,0,0,5.36,3.95,0.85,2.82,0,0,0,0.28,7.33,3.95,0,0.28,0,60.88,0,0,1.69,0,0,0,0,0,0
21Day,0.74,0,0,19.24,1.85,1.11,0,0,1.85,0,0,0,0,0,0.37,0.37,1.48,6.29,0.74,7.4,0,0,4.07,0,3.33,2.96,0,0.37,0,15.54,0,2.22,1.85,0,0.37,0.37,0,0,0.37
3Month,0.1,0.21,2.08,63.76,0.94,0,0.21,0,70.63,1.04,0,0,5.93,1.35,0,3.54,6.14,2.08,8.01,2.7,0.73,0.1,1.77,3.02,1.66,0.21,0.62,0.1,0,11.44,0.62,30.27,0.1,0,0,0,0.62,4.58,1.35
22Month,0.27,0.68,13.94,31.43,0.14,0,0.14,0.14,71.33,1.5,5.06,0,19.95,0.68,0,10.11,1.09,0.55,5.74,3.01,0,0.96,2.46,0.68,0.55,0.27,1.64,0.41,4.24,6.29,0.14,16.94,0.41,0.27,0,0,0.14,0,0.41
