stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0,1.41,2.54,0,0,0,0,0,0,1.41,0.85,0,0,0,0.28,0,0.28,0,0.28,0.28,0,0,0
21Day,2.96,0,0,3.7,1.48,0.37,0,0,0,0,0.37,0,0,0,9.99,0.37,1.48,0,1.11,0,0,0,0,2.96,1.11,0.37,0.37,0,2.96,0.37,0.74,1.48,0.37,0.37,0,0,0
3Month,0.73,0,0.1,6.24,0,0,0.42,0.31,3.54,2.5,0.21,6.55,2.5,0.31,106.62,1.87,1.14,0.73,7.49,1.98,0,0.21,0.21,0.31,0.21,5.82,0.1,0,0,1.46,13.94,0.21,0,0.31,0.83,1.87,1.77
22Month,0.55,0.82,0.68,4.37,0,0,0.14,0.14,8.47,2.19,0.27,14.62,0.27,0,202.65,0.14,0.82,1.37,10.8,0.41,0.27,0.68,0,0.41,0,5.6,0.14,0.27,0,0.68,10.25,0.55,0,0.14,0.14,0,0.68
