stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,2.82,0.56,3.38,0,0,0,0,0,0,0,0.28,0,0.56,5.64,0.28,3.66,0,0,0.56,0,207.44,22.27,0.85,9.86,3.66,0,0.28,21.7,0,0,0.28,0,0,0
21Day,0.74,0,3.33,0.37,2.22,0,0.74,0,0.37,0,0,0,0.74,0.37,0.74,0,1.11,0.37,0,0,0.37,0,65.49,6.29,0,3.7,0.74,3.33,1.11,6.66,1.11,0.37,0,0,0,0.37
3Month,0,0,2.18,0.1,0,0,0,0.21,0.52,0,3.12,0.52,0,1.14,1.98,0.52,0.31,1.04,0.1,0,0.31,1.04,2.29,0.21,17.06,1.25,0.1,0.31,5.2,0.1,0,0,0,0.42,0.52,0.42
22Month,0,0.14,0.55,0,0,0.41,0,0.27,0.96,1.37,11.62,0.55,0.14,0.96,0.14,0.41,0.82,1.37,0,0.27,0,0,2.19,0,15.71,0.82,0.14,0.27,7.38,0.68,0,0,0,0.55,0,0.14
