stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,4,0,21,0,1,0,0,0,0,0,0,0,0,0,0,5,665,1,14,0,0,0,1,3,113,1,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.41,0,7.61,0.28,1.41,0,0,0,0,0,0,0,0,0,0,0.56,231.68,0.56,4.51,0,0,0,0,25.37,11.84,0,0.28,0,7.89,0,0,2.25,0,0,0.28,0,0,0
21Day,1.85,0.37,0,108.78,0,1.85,0,0.74,0,0,0.37,0,0.37,0,0.74,0.74,0.37,60.31,1.48,11.47,0,0,0.74,0,4.81,4.07,0.37,0,0,2.22,2.96,0,0.74,0.74,1.48,0.37,0,0,0.74
3Month,0.21,0.42,0.42,162.79,0,0,0.52,0,0.1,0.42,1.46,0,8.53,2.29,0.31,3.33,2.29,6.35,1.66,5.3,1.25,0,0.31,3.43,0.31,0.1,0.42,0.31,0,0.31,1.04,5.2,0.1,0.1,0,0,0.52,0.73,1.56
22Month,0.41,1.09,0.68,9.98,0,0,0,0.14,0,0.14,1.37,1.09,16.67,0.14,0.41,1.78,1.64,0.14,1.09,4.92,0.14,1.09,0.27,0.27,0.41,0,0.14,0,0.14,0,0,2.73,0.96,0.27,0,0,0.14,0,0.55
