stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,13,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,17,0,0,0,0,7,166,0,0,5,0,0,0,0,0,2,0,0,0
72hpf,6.48,4.23,0,7.61,2.25,0.56,0,0,0,0.56,0,0,0,0,0.85,0.56,6.2,14.09,0.85,26.21,0,1.41,0.85,0.28,56.37,54.11,0.56,0,19.45,0.56,0.28,9.02,1.13,0.28,1.69,0,0,0
21Day,9.99,1.48,0,18.5,2.22,6.29,4.44,0,0,0,0,0,1.85,0,3.33,0.37,1.48,7.4,1.85,39.96,0,0,4.07,0.37,21.83,18.87,0.74,1.48,13.69,2.22,0.37,3.33,2.22,1.11,1.48,0,0,2.22
3Month,0,0.73,0.1,7.7,0.1,0,0,0.21,1.14,0.42,0,0,4.99,0.83,0.42,2.39,0.52,3.54,1.14,3.95,0.83,0,0.52,0.42,0.31,0.21,0.42,0.31,0.21,0.52,10.71,0.31,0,0,0.1,0.42,0.83,0.73
22Month,0,1.09,0,3.83,0,0,0.14,0,0.14,0.82,0.55,0,11.62,0.55,1.64,5.06,0,0.27,1.37,4.1,0,0,0.41,0.14,0.41,0.14,0.27,0.27,0.14,0,2.73,0,0.41,0,0,0.14,0,0.41
