stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,10,0,115,1,1,0,2,0,0,1,0,5,0,0,0,0,14,66,91,33,0,0,0,0,22,163,1,0,0,4,0,0,0,0,0,0,3,0,0,0
72hpf,5.92,7.61,0,50.73,12.12,6.2,0,0.56,0,0,2.54,0,0,0,0,2.54,0.28,18.32,250.56,6.2,48.2,0,0.85,0.85,0,46.79,37.77,0,0.56,0,46.5,0.28,0,0.28,6.48,1.13,0.56,2.82,0,0,0.28
21Day,11.84,7.77,5.55,183.51,9.25,23.31,0,15.54,0,1.48,8.14,0,0,2.22,3.7,24.05,13.32,9.62,88.43,35.15,91.39,0,0.74,13.69,0.74,29.6,23.68,2.59,2.22,0,35.15,7.77,0,0.74,4.44,1.11,5.18,3.33,0.74,0,15.17
3Month,0.52,13.94,8.01,317.04,3.22,0,1.66,2.08,0.73,65.63,126.69,0.21,0,41.71,54.71,6.87,88.1,18.1,166.12,80.61,58.46,13.73,0,29.12,8.43,10.71,1.04,11.23,2.29,0,4.06,3.54,0.1,12.48,1.25,0.1,0,0.73,16.33,6.87,53.05
22Month,0,10.93,10.39,58.08,0.82,0,2.32,1.64,0.14,25.55,214.95,10.93,0,59.17,25.14,10.93,79.94,3.14,28.15,87.59,38.54,1.64,2.32,11.07,0.96,4.65,0,7.65,1.64,1.09,2.05,0.96,0,9.43,2.73,0.96,0,0.14,2.05,0,16.26
