stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.69,0.56,0.85,0,0,0,0,0,0,0,0,0,1.13,6.48,0,4.51,0,0,0,0.56,18.88,14.94,0,0.28,0,2.82,0.28,0,1.69,0.28,0.56,0,0,0
21Day,1.85,0,0,3.33,0.37,2.22,0,1.48,0,0,0,0.37,0,2.22,1.85,0,1.48,0.74,11.47,0,0.37,0,0,8.51,9.62,0,0,0,3.7,0.74,0.37,1.48,0,1.11,0,0,0.37
3Month,0,0.73,2.6,10.3,0.31,0,0.1,0.62,1.56,1.87,0,8.84,2.91,0.42,18.83,1.56,4.89,4.16,2.91,0.31,0,1.46,1.35,1.14,0.21,1.56,0.21,0,0.52,0.83,52.84,0.31,0.1,0.1,2.29,12.38,1.66
22Month,0.14,1.09,0.96,3.55,0.14,0,0.14,0.14,0.82,2.05,0.96,22.14,0.96,1.78,12.03,0.41,1.09,4.24,4.37,0,0.68,0.27,0.14,0.27,0,0.96,0.55,0.68,0.27,0.41,14.35,0.96,0.27,0,0.27,0.14,0.82
