stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,79,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.69,0,4.23,2.25,2.82,0,0,0,0,0,0,0,0,0,2.54,8.46,0.85,7.61,0.28,0.28,0,17.47,25.93,0.28,0,0,5.64,0.28,0,7.05,0,0,0.56,0,0,0
21Day,2.22,0.37,0.37,16.28,0.74,1.48,0,1.48,0,0.74,0,0.74,0.37,2.59,0.74,1.48,8.51,2.22,6.29,0,0.74,0,6.66,9.25,0.74,0,0,4.44,1.48,0,3.7,0.37,1.11,0,0.37,0,0.74
3Month,0.1,1.25,0.1,16.54,0.1,0,0.1,0,2.08,2.6,0,8.84,1.56,0.42,4.37,2.91,4.37,4.06,2.29,0,3.74,1.87,0.73,0,0.94,0.42,0,0.1,0.73,11.55,0.62,0,0,0.1,0.83,8.84,1.46
22Month,0,1.5,1.09,13.8,0.14,0,0.41,0,2.05,7.11,12.85,56.44,1.37,0.68,8.06,1.64,2.05,6.42,2.73,0.55,1.5,0.14,0.68,0.27,0.41,0.27,0.55,0,0.14,0.96,6.7,0.96,0,0.27,0.14,0,1.23
