stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,0.56,0,0.85,0,0,0,0.28,0,0,0,0,0,0,1.13,5.07,9.02,0.28,0,0,0,0,0.56,0.28,0.28,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,0.74,1.11,0,24.42,0,1.48,0,0,0,0.74,0,0,0.37,0.37,4.44,3.7,1.11,8.14,20.35,0.74,0,0,0,0,2.96,1.11,0.74,0.37,0,1.11,0,0.37,1.48,0,0,0,0,1.11
3Month,0.21,3.33,1.14,89.25,0.62,0,0.42,0.62,29.23,13.52,0,0,31.83,10.82,2.6,41.4,4.47,13.21,86.23,11.96,2.81,0.1,12.9,0.94,1.56,0,5.62,0.83,0,0.52,1.77,8.32,0.1,0.1,0,3.22,2.5,23.2
22Month,0.14,5.47,1.64,38.4,0.41,0,0.82,0.14,11.21,32.66,14.89,0,242.69,4.37,3.96,20.91,0.68,3.96,76.8,10.11,0.82,3.01,4.24,0.14,1.37,0.27,2.46,1.09,0.41,0.55,1.09,3.69,0.68,0,0.14,0.41,0,7.93
