stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,6,0,14,0,0,0,0,0,0,0,1,0,0,0,0,2,2,6,27,0,0,0,0,9,219,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,5.36,1.69,0,5.92,2.54,2.82,0,0.28,0,0,0,0,0,0,0.28,0,3.95,11.56,2.25,23.39,0,0.56,0.56,0.85,184.33,60.88,0.56,0.85,0,25.08,0,0,14.37,1.13,0.56,1.41,0,0,0
21Day,8.51,3.33,0.74,30.71,0.74,9.62,0,2.22,0.37,2.22,0,0,1.11,1.48,10.36,1.11,1.85,12.21,6.66,41.07,0,0,5.18,0,96.2,36.63,0.74,1.48,0,13.32,5.18,0,4.44,2.96,7.4,2.59,0,0,7.03
3Month,0,1.04,0.52,14.25,0.1,0,0.1,0.1,2.18,2.08,0,0,12.79,2.5,0.62,3.02,0.83,4.06,3.64,9.88,1.66,0,1.04,0.73,0.42,0.42,0.21,0.42,0,0.21,0.52,6.66,0.21,0,0,0.1,1.87,1.35,4.78
22Month,0,1.91,0.14,5.88,0.14,0,0.41,0.27,0.82,1.37,2.6,0,23.23,1.64,1.09,4.24,0.68,1.23,4.92,6.42,0.14,1.09,0.27,0,0.27,0.14,0.68,0.41,0.27,0,0.14,1.23,0.41,0.41,0,0,0.27,0,3.14
