stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,1.13,0,0,7.61,0.56,0,2.25,0,0,1.13,0,0,0,0,0
21Day,0.37,0,0.74,0.74,0,0,0,0,0,0.37,0,0,0,0,0,3.7,0,0,13.32,0,0,1.85,0.37,0,4.07,0.74,0.74,0,0,0.37
3Month,0.1,0.1,0.1,0,0,0.1,0,0,0,0.83,0.1,0.31,0,0.1,0,3.33,0.62,0.21,0.31,0,0.42,0.31,0,0.31,3.33,0,0,0.1,0.31,0
22Month,0.14,0,0.27,0,0.41,0,0.68,0.14,0,2.87,0.14,0.14,0,0.14,0.68,1.91,0.27,0,1.5,0.14,1.64,0.14,0,0.14,11.62,0.41,0,0,0,0
