stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,1.69,0.28,3.1,0,0,0,0,0,0,0,0.56,3.38,0,2.25,0,0,0.56,0,254.51,16.63,0.56,0.28,3.95,0.28,0.28,1.13,0.56,0,0.28,0,0,0
21Day,1.85,0,0.74,2.59,0.37,4.07,0.37,0,0,0.74,0,0.37,1.11,0,1.85,0.74,4.44,0,0,0.74,0,119.88,7.4,0.37,0.37,2.22,3.33,0.74,1.11,0,0.37,0.37,0,0,0.74
3Month,0,0.1,0.21,1.04,0,0,0,0.1,0.31,1.56,0.52,0,0.52,0.31,0.42,0.1,0.21,0.1,0,0.21,0.21,1.35,0.73,0,0.1,0,0.21,25.8,0,0,0,0,0.21,18.31,0.1
22Month,0,0.14,0,0,0,0,0,0,0.27,1.23,0,0.14,0.41,0,0,0.14,0.27,0.14,0.27,0,0,0.55,0.14,0.14,0,0,0,12.03,0,0,0,0,0,0,0
