stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0.56,0,0,0,0,0,0,0,0,0,0,0.56,3.1,0.28,1.41,0,0,0,14.09,2.25,3.38,0,0,1.41,0,0.28,0.56,0,0,0,0,0
21Day,0.37,0,0,6.29,0.37,0.74,0,0,0,0,0.37,0,0,0.74,0.37,0,1.48,0.37,1.85,0,0,0,18.13,2.96,1.11,0.37,0.37,0.74,0.74,2.22,0,0,0,0,0,0
3Month,0.21,1.66,0.83,15.29,0.1,0,0.42,0.21,1.46,3.02,0.21,14.87,5.3,0.31,7.49,1.56,5.2,3.64,6.45,1.56,0,1.35,335.25,1.04,0,1.04,0.1,0.42,3.12,109.01,0.42,0.42,0.42,1.56,8.95,2.91
22Month,0,0.14,0,1.37,0.27,0,0.14,0,0.14,0.68,0.96,11.34,0.27,0,0.68,0,0.55,0.55,1.23,0.14,0.14,0,16.12,0,0,0.55,0.68,0,0.41,16.26,0,0,0,0,0,0.27
