stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,1.97,0,0.85,0,7.33,0,0.28,0,0,0,0,0,0.85,0,0.85,4.51,0,5.36,0,0,0,22.55,12.97,0,0,0,4.23,0,0,1.97,0,0,0.56,0,0,0
21Day,2.59,0,0,7.4,1.11,14.8,0,2.96,0.37,0,0,0,0,2.22,0.74,1.11,3.33,0.74,9.25,0,1.11,0,10.36,3.7,0.37,1.11,0,3.33,1.48,0.74,2.96,0.74,1.85,0,0,0,1.11
3Month,0.1,1.46,0.21,11.86,0.31,0,0.52,0.1,1.77,3.95,0.21,15.29,3.85,0.52,6.03,1.25,5.3,4.16,4.68,1.04,1.35,0.62,0.42,0.1,0.52,0.1,0,0.1,0.52,10.51,0.21,0,0,0.31,1.46,89.56,3.33
22Month,0,0.96,0.41,1.91,0.14,0,0.14,0.14,0.41,2.73,1.5,20.36,0.41,0.14,4.78,0.27,0.82,3.14,1.64,0.14,0.55,0,0.27,0.14,0.68,0.41,0.14,0,0.14,2.87,0.41,0.14,0,0.14,0,0.68,0.68
