stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,9,0,23,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,82,0,0,0,0,27,1334,0,2,0,0,0,0,0,16,0,0,0
72hpf,14.37,14.94,0,3.1,0.56,5.36,0,0.28,0,0,0,0,0,0.56,0,0.56,0,2.82,6.48,0.28,81.45,0,0.28,2.25,0,65.95,253.38,10.99,57.78,0,0.28,108.51,1.41,0.28,36.08,0,0,0
21Day,2.96,3.7,0.37,3.7,1.48,2.22,0,0,0,0,0.37,0,0,0.74,0,0.37,0.37,0,2.96,1.48,34.04,0,0,8.88,0,25.53,62.9,14.06,7.03,4.44,0.74,24.79,1.48,1.11,9.99,0,0,0
3Month,0,1.04,0,1.25,0.21,0,0,0.1,0,0.42,0.21,0,0,6.66,0.31,0,1.14,0.1,0.31,0.31,2.5,1.25,0.1,0.21,0.83,0.42,0.52,6.03,0,0.1,1.25,1.66,0,0,1.14,0.21,0.31,0.21
22Month,0.27,0.55,0.41,1.37,0,0,0.14,0,0.14,0.14,1.37,42.77,0,12.98,0.55,0.27,1.64,0,0.27,0.68,3.28,0.27,0.41,1.37,0.27,0.14,0,10.93,0.14,0.14,0.27,7.24,0.27,0,0.55,0,0,0.27
