stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.85,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,3.1,1.41,0,0,0,0.28,0,0,0,0.28,0,0,0,0
21Day,0.74,0,0.37,2.22,1.11,0,0,0,0,0,0,0,0.37,0.37,0,0,0.37,0.74,0,0,0,0,0.37,1.48,0,0,0,1.48,0.74,0.37,0.37,0,0.37,0,0,0
3Month,0.1,0,1.25,1.46,0,0.1,0,0.73,0.52,0,2.5,0.52,0,47.74,0.1,0.94,1.46,1.25,0.21,0,0,0.21,0.1,0,0.31,0,0,0.21,0.21,19.97,0,0,0,0.1,8.74,0.21
22Month,0,0.27,1.78,1.37,0,0,0,1.5,0.82,1.37,27.06,0.14,0.14,46.73,0.41,0.14,2.32,2.05,0,0.55,0.68,0,0.14,0,0.96,0.14,0.14,0,0.14,3.83,0,0.55,0,0.14,0.14,0.68
