stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,3,77,0,0,3,0,0,0,0,0,0,0
72hpf,1.97,0.56,2.25,0.56,0.56,0,0,0.28,0,0,0,0.56,0,0.85,2.25,0.28,4.51,0,0.28,0,0,15.5,22.55,0.28,0,3.38,0.85,0,1.97,0.28,0,0,0
21Day,1.11,0.37,6.66,0,0.74,0.74,0,0.37,0,0,0,0.74,0,0,2.22,0.37,4.81,0,0,1.11,0,5.55,8.51,0,0.37,2.59,0.37,0,1.48,0,0,0,1.11
3Month,0,0.31,3.74,0,0,0,0.31,0.31,0,2.6,0,0.1,0.73,0.21,0.94,0.94,1.04,0.1,0,0.21,0.31,0,0,0.31,0.1,0.21,0,4.26,0,0,0.21,1.56,1.77
22Month,0,0.14,0.68,0,0,0.14,0,0.27,0.14,1.64,0.14,0.27,0.96,0,0.14,0,0.96,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.14
