stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,6,0,0,0,0,0,0,0,0,1,6,4,12,0,0,1,82,0,0,1,0,0,0,0,1,0,0,0
72hpf,0.56,0.28,0.85,0.56,0.28,0.28,0,0,0,0.28,0,0.28,0,0,1.97,0.28,0.28,6.48,11.84,0,0,1.41,0,0,0.85,0,0,0,0,0
21Day,0.74,0,1.85,0,6.29,1.48,0,0,0,1.48,0,0,0.74,0.37,1.85,0,0.74,3.33,7.03,0,0.37,0.37,0.37,0,0.74,0.37,0,0,0,0
3Month,0,0,0.1,0,0,0,0.21,1.04,0.1,0.1,0.1,0,0.1,0.21,0.21,0,0,0.1,0,0.1,0,0,0,0.94,0,0,0,0.1,1.14,0.31
22Month,0,0,0,0,0,0.14,0.14,0,0.14,0.14,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
