stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,13,37,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.85,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0.85,9.86,0,7.05,0,0.28,0.28,0,4.23,3.95,0,0,1.13,0,0,1.13,0.28,0,0,0
21Day,0.74,0.37,9.25,0,0.74,0,1.48,0,0,0,0,0.37,0.37,1.48,0,0,5.18,0.37,6.29,0,0,1.48,0,2.22,2.22,0,0,1.11,1.48,0.37,2.22,0,0,0,0.37
3Month,0,0.31,11.13,0.1,0,0.21,0.42,0.42,0.62,0,0,3.22,0.62,0.31,1.04,0.73,12.48,0.73,6.24,0.62,0,0.52,0.1,0.83,0,0.1,0.1,0.31,0.52,6.03,0.62,0.31,0.21,66.99,0.73
22Month,0,0.14,2.6,0,0,0.14,0,0,0.27,0.14,0,1.09,0,0.82,0.14,0.27,1.23,0.68,3.55,0.14,0,0.14,0,0,0.14,0,0,0,0,2.19,2.32,0,0,0,0
