stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.28,0,0,0,0,1.97,0.85,0,0.85,0,0,0,0,0,0,0,0,0
21Day,4.44,0,0,7.4,0,0,0,0,0,0,0,0.37,0.74,0,0,1.11,0.37,1.85,0,0,0,0,8.51,1.11,0,16.65,0.74,1.11,0.37,2.96,0.37,0.74,0,0,0
3Month,0.42,0.42,1.14,22.99,0.1,0.1,0.1,0.62,0.94,0,52.22,1.14,0.21,18.62,14.25,2.18,0.83,5.62,0.42,0.1,0.21,5.72,0.1,0,0.62,11.55,0,0.83,2.18,13.31,0,0,19.14,1.56,3.02
22Month,0,0.14,0,12.44,0,0.14,0,0.96,0.55,0.41,3.96,0,0.14,5.33,1.64,0.27,0.27,0.82,0,0,0.14,0,0.41,0,0.14,0.55,0.14,0,2.32,5.06,0.14,0,2.73,0,0.96
