stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,8,1,1,0,0,0,0,2,0,0,0,0,0,3,3,13,0,0,0,0,3,55,1,0,1,0,0,0,0,0,0,0,0
72hpf,9.58,0,0,1.69,0,2.82,0,0,0.28,0,0,0,0,0,0,0.56,7.61,1.13,4.23,0,0,0.28,0.28,360.77,15.22,0.28,3.38,3.95,0.28,0.28,12.12,0.28,0.28,0,0,0
21Day,2.96,0,0,5.92,0.74,2.59,0,0,0.37,0.37,0,0.74,0,2.96,0,0.74,4.44,0.74,5.92,0,0,0.74,0.37,94.72,5.92,1.11,2.59,2.96,3.33,0,8.14,0,1.11,0,0,0.74
3Month,0.21,0.52,0.1,2.29,0,0,0.21,0.21,0.62,0,0,4.99,0.1,0.31,0.52,0.21,1.25,0.62,5.1,1.87,0,0.1,0.1,0.52,0,0.1,0.42,0,0.21,21.12,0.52,0,0.1,0.83,2.39,1.04
22Month,0,0.55,0.14,2.32,0.14,0,0,0.14,0.68,0.96,0,9.02,0,0.14,1.64,0.41,0.41,0.82,3.42,0.14,0.27,0.68,0.14,1.64,0,0.82,0.27,0.41,0,8.06,0.27,0.14,0,0.14,0,0.14
