stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,8,0,31,2,0,0,0,1,0,1,1,0,0,0,2,7,9,41,0,0,0,32,1293,3,0,12,0,0,0,0,0,1,0,0,0
72hpf,9.86,3.1,0,10.71,1.69,9.02,0.56,0,0.28,0,0,0,0,0.56,0,5.07,15.5,2.54,23.11,1.13,0.85,0.28,594.7,268.32,1.13,6.76,24.8,3.66,0,82.02,0.28,0.56,3.1,0,0,0
21Day,3.33,0.74,0,13.69,0.37,1.11,0.37,0,0,0,0,0.37,0.37,2.22,0.37,1.48,4.07,0.74,18.13,0,2.22,0,39.22,36.26,0.74,1.11,4.07,1.85,0.74,20.35,0.74,2.96,1.48,0,0,0.74
3Month,0,0.31,0.1,3.95,0,0,0,0,0.1,0,0,1.14,0.52,0.31,0.94,0.21,0.1,0.1,1.14,0,0.1,0.1,0.52,0.21,1.46,0.31,0.21,0.52,8.95,0,0,0,0,0.1,1.04,0.42
22Month,0,0.68,0.14,8.47,0,0,0,0.14,0.68,1.64,0,5.74,0.41,0.27,1.37,0,0,1.64,0.68,0.41,0.27,0,0.27,0.14,0.96,0.41,0,0.55,5.06,0.14,0,0,0,0,0.14,0.55
