stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.4,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,1.13,1.41,0.56,0.85,0,0,0,0.28,25.93,5.92,0.56,0.28,1.69,0,0.28,2.54,0.85,0.28,0,0,0,0
21Day,10.36,0,0,2.96,0,1.48,0,0,0,0,0.37,0,0,0,0.37,0.37,0,3.7,0,0,1.11,0.37,12.21,5.18,0.37,0.37,1.11,1.11,0.74,0.37,0,0.74,0.37,0,0,0.37
3Month,1.98,0.83,0.42,16.12,0.21,0,0,1.98,0.83,0,5.3,1.56,0.31,4.06,0.94,5.41,2.29,7.8,1.04,0,2.08,27.88,1.87,0.52,0.52,2.18,0.42,0.1,11.86,1.14,0.42,0,0.1,1.14,4.58,1.98
22Month,1.64,0.55,0.41,4.37,0,0,0.27,0.96,0.68,0.55,11.48,0.14,0.41,4.65,0.55,0.55,1.91,3.83,0,0.96,0.68,0.96,0.68,0,0.55,1.09,0,0.14,3.69,0.68,0.27,0,0,0.14,0,0.96
