stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,4,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,9,5,35,0,0,0,0,16,176,0,0,0,3,0,0,0,0,0,2,0,0,0
72hpf,21.7,6.2,0,8.74,1.69,15.78,0,0.56,0,0,0,0,0.28,0,0.28,0,2.54,17.19,0.56,51.3,0,0.85,0.85,0.28,27.34,65.39,0,0.28,0,41.71,0.28,0,8.74,0,0,1.41,0,0,0
21Day,17.76,1.85,1.48,25.53,1.48,25.16,0,8.51,0,0,0.37,0,3.33,0,0.74,1.48,2.22,13.32,2.59,45.51,0,0,4.07,0.37,10.36,32.93,0.37,1.85,0,17.76,3.33,1.11,7.03,0.37,0.74,1.48,0,0,0.74
3Month,0.42,5.1,0.73,14.35,0.21,0,0.31,0.52,3.74,1.25,0,0,77.08,1.77,0.52,7.49,3.33,6.45,1.04,16.95,2.6,0.21,3.64,2.18,0.94,0.62,1.04,2.18,0,0.83,2.6,71.15,0.94,0,0,0.42,11.75,55.34,0.94
22Month,0.41,7.52,0.96,8.2,0,0,0.41,0.27,0.96,1.23,8.75,0,90.74,0.41,0.27,8.34,0.41,1.91,0.82,13.25,0.27,2.6,1.91,0.14,0.41,0.27,0.82,2.19,1.09,0.82,0.14,10.8,1.64,0.27,0,0.27,1.78,0.14,0.82
