stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,1.41,29.03,1.41,0,0,0,0,0,0,0,0,0,5.07,0.56,3.38,0,0.85,0,0.28,186.3,7.89,0.56,0.85,3.66,0,0,0.85,6.48,2.54,0.85,0,0,0
21Day,1.85,0,0,2.59,12.58,3.33,0,0,0,0,0,0,0.74,0,0.74,5.18,0.37,2.59,0,0.74,0,0,56.98,2.96,0.37,0,2.96,2.59,0,1.11,8.51,14.43,0.37,0,0,0
3Month,0,0.1,0.21,1.66,3.95,0,0,0.31,0.21,0,2.08,0.52,0.21,1.04,0.21,0.62,0.94,0.52,0.21,0,0.1,0.1,4.26,0,1.35,0.21,0.1,0.21,4.89,0,0.1,0,0,0.31,1.25,0.1
22Month,0.14,0.27,0,1.91,1.23,0,0.41,0.55,0.82,0.41,5.06,0.55,0.27,0.96,0.27,0.41,0.68,1.37,0.14,0.41,0.14,0,3.83,0,2.46,0.14,0,0,2.05,0.27,4.51,0,0,0,0,0.82
