stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,1.69,8.46,0,0,0,0,0.85,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0,0,1.11,0.74,0,0,0,0,0,0,0,0,0,0,8.14,0.74,0,0.37,0.37,0,0,0,0,2.22,0.37,0,0,0,0.74,0,0,1.11,0,0.37,0.74,0,0,0
3Month,0.1,0.73,0.52,13.52,0,1.87,0.1,0,3.33,2.6,0,0,28.92,4.37,0.42,434.9,1.04,4.26,2.6,2.91,0.62,0,0.73,8.22,0.42,0,1.25,1.04,0,0.21,3.74,0.1,9.99,0.21,0,0.42,0.52,2.08,2.7
22Month,0,1.23,1.37,3.96,0,0,0.14,0.14,3.14,2.87,1.23,0,167.53,0.41,0,265.92,0,0.27,1.23,5.6,0,3.01,0.55,0.41,0.27,0,1.09,1.23,1.23,0,0.96,0,6.56,0.27,0.14,0,0.14,0,0.82
