stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.69,0.56,1.13,0,0,0,0,0,0,0,0,0,0,0.56,3.66,0.28,2.25,0,0,0,0,7.05,6.76,0,0.28,1.97,0,0,0,0,0,0
21Day,0,0.74,0,1.85,0,1.48,0,0.37,0,0,0,0,0,0,1.11,0.37,0,1.48,1.11,3.33,0,0,0.37,0,3.33,1.48,0.37,0.37,1.48,0.37,0,0.37,0,0,0.37
3Month,0.1,0.52,0.21,7.91,0,0,0.1,0.1,1.56,2.08,0,0,18.93,2.39,0.21,4.06,1.87,2.6,3.43,1.46,0.21,0.1,1.04,0.62,0.21,0.21,0.31,0.21,0,0.42,3.12,0.1,0.73,1.77,3.43
22Month,0.41,0.68,0,2.32,0,0,0,0.14,0.68,3.42,1.64,0,15.44,1.23,0.55,2.87,0.14,0.55,3.14,2.19,0,0.27,0.68,0,0.14,0,0.55,0.41,0,0.27,0.41,0.14,0.14,0,1.09
