stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,1,0,0,0,0,0,0,6,0,0,0,0,8,124,21,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,23.96,1.41,3.38,0,0,0,0,1.13,0,0.28,0,0,0.28,0,10.15,405.58,4.79,4.79,0,0,0,0,25.65,9.3,0.28,0,6.48,0,0,2.25,0,0,0.28,0,0,0
21Day,2.59,0.37,0.37,93.61,0.74,2.22,0,0.74,0,0,9.62,0,0,0.74,0.37,3.33,0,15.17,277.49,18.87,6.29,0.37,0,2.96,0,11.47,3.7,0.37,1.11,4.44,2.59,0.74,0.37,1.85,2.96,0.37,0,0,1.48
3Month,0.1,1.46,0.31,183.38,1.14,0,1.25,0.21,0.1,1.66,102.56,0,0,8.32,1.87,0.1,2.39,69.69,21.01,29.85,4.58,0.73,0.1,1.66,1.14,13.52,0.21,0.42,0.21,0.21,2.08,12.59,0.1,0,0,0.31,1.66,1.87,1.98
22Month,0.41,0.82,3.83,53.02,0.82,0,1.23,0,0,0.68,236.68,19.68,0,5.74,0.82,0.41,1.37,14.48,7.38,22.14,1.64,0.41,0.68,1.5,0,4.65,0.14,0.27,0.27,0,0.68,5.33,0.14,0.55,0,0.27,0.27,0,0.96
