stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,11,179,0,0,7,0,0,0,0,0,1,0,0,0
72hpf,5.64,6.48,0,1.13,0.28,2.54,0,0,0,0,0,0,0.28,0,0.28,0,0.85,7.61,1.69,34.39,0,0.56,3.1,0,139.8,39.74,0.28,0.85,37.77,0,0,13.25,0.85,0,3.66,0,0,0
21Day,6.29,2.96,0,3.7,0.74,3.7,0,2.59,0,0,0,0,1.11,0.37,1.11,0.74,0.37,0.74,1.48,37.37,0,0,4.07,0,40.7,10.36,0,1.11,13.32,1.85,0,3.33,0,1.11,1.48,0,0,0.37
3Month,0.42,9.47,0.42,6.24,0.1,0,0.31,0.31,0.21,0.83,1.04,0.1,30.27,1.35,0.1,1.87,0.52,1.77,3.85,16.12,2.6,0.21,1.77,1.04,1.77,0.21,1.77,1.35,0.62,1.04,18.93,0.52,0.1,0,0.42,8.43,2.5,1.66
22Month,0.14,5.06,0.68,2.73,0,0,0.27,0,0,0.14,0.55,2.6,37.03,0.96,0.55,1.5,0.14,0.27,2.19,12.98,0.14,0.82,1.64,0.14,1.5,0.14,0.68,2.19,0.41,0.14,5.6,1.37,1.37,0,0.14,0.14,0,0.82
