stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,27,0,0,0,0,0,0,1,0,0,0,0,2,34,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,18.88,1.69,0.28,0,0,0,0,0,0,0,0,0,0.56,66.23,0,0.28,0,0,0,0,2.82,2.54,0,0,0,1.13,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0.37,0.37,75.11,1.11,1.11,0,0.37,0,0,0,0.74,0,0.37,0.37,5.18,40.7,0.37,2.96,0,0,0,0,1.85,1.85,0.37,0,0,0.74,2.22,0.37,0.37,0.37,0.74,0,0,0,0
3Month,0.21,0.1,0.21,73.85,0.21,0,0.21,0.1,0.52,1.66,0,4.99,1.98,0.21,1.77,7.39,14.56,2.7,0.83,0.52,0,0.42,1.46,1.04,0.31,0.42,0.1,0,0.1,0.62,5.2,0.1,0,0,0,1.46,19.45,0.73
22Month,0.14,0.82,0.41,21.45,0.27,0,0.14,0,0.27,0.96,0,10.52,0.82,0.14,1.5,1.64,4.37,0.55,1.09,0.27,0.27,0,0.14,0.68,0,0.27,0,0.14,0,0,1.37,0,0.14,0,0.14,0,0,0.27
