stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,1,0,0,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,57.5,0,0.85,0,0,0,0,0,0,0,0,0,0,1.69,330.61,0,2.25,0,0,0.56,0,12.97,4.51,0,0,2.54,0,0,0.28,0,0.28,0.28,0,0
21Day,4.07,0,0,210.52,0.37,5.18,0,1.11,0,0.37,0,0,0.74,0.74,3.7,0.74,0,293.4,2.59,7.4,0,0,0.74,0,11.1,2.96,0.74,0.74,4.81,7.4,0.37,0.37,0.74,2.96,0,0,1.85
3Month,0,0.42,0.31,3.74,0.83,0,0.21,0,0.1,0.1,0,0,24.65,0.73,0,0.52,0.21,19.97,0.73,4.26,0.21,0.1,1.77,0.31,0.62,0.21,0.21,6.55,0.1,0.42,1.77,0.1,0,0,0.1,0.52,0.62
22Month,0,0.55,0.27,3.42,1.23,0,0.27,0.14,0.27,1.64,0.27,0,24.05,0.14,0.27,1.5,0,4.24,0.41,2.32,0,0.41,0.96,0.14,0.14,0,0.27,0.41,0,0.14,0.96,0.27,0,0,0,0,0
