stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,6,3,0,0,0,0,10,66,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,0.56,0.28,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0.56,0.56,0,6.76,0,0.85,0.85,0,7.33,9.86,0,0.56,0,5.92,0,0,6.2,0,21.98,0,0,0
21Day,1.85,0.37,20.35,13.32,0.37,1.48,0,0,0,0,1.48,1.48,0,3.33,13.32,1.85,6.66,1.48,27.01,0.37,0.37,0.37,0,15.54,11.1,0,0,0,15.54,4.07,0.37,10.36,0,11.84,0,0,1.11
3Month,0.1,0.83,3.54,5.93,0,0,0.73,0.1,1.04,1.56,0.31,11.55,6.14,0.1,119.72,1.35,1.14,1.04,4.47,0.62,0,2.08,0.73,1.25,0.1,1.14,0.73,0,0.31,0.94,6.24,0.42,0,2.29,0.42,1.25,1.14
22Month,0,1.23,10.25,7.38,0,0,0.27,0,1.37,2.32,88.28,24.46,1.78,0.27,119.29,0.68,0.68,1.78,3.14,0.14,0.68,1.91,0,1.09,0.55,1.09,0.55,0.41,0,0.55,3.69,6.97,0.41,1.09,0,0,0.82
