stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,2,0,0,0,1,40,1,0,0,0,0,0,0,0,1,0,0,0
72hpf,4.51,0,0,0.56,1.13,0.56,0,0,0,7.89,0,0,0,0,0,0.85,0.56,1.97,5.07,0,0,1.13,16.35,18.32,0,0,3.38,0.28,0,2.54,0,0,0,0,0,0
21Day,2.22,0.74,0,3.33,0.74,3.33,0,1.48,0,7.77,0,0,2.22,24.42,2.96,0,2.96,2.96,8.88,0,0.37,0.37,11.1,11.84,0.37,0,4.81,1.85,2.59,2.59,0,1.85,0.37,0,0,22.2
3Month,0.42,1.87,0.83,8.11,0.42,0,1.14,0.1,4.47,73.02,0,9.57,53.05,4.99,89.45,1.56,4.26,8.53,5.93,1.14,1.14,27.04,1.14,0.1,1.04,0.62,0.62,3.02,63.24,0.62,0.1,0,0.1,1.98,32.56,130.96
22Month,0,1.78,0.96,2.32,0,0,0.27,0.27,2.6,88.69,2.19,7.79,9.98,2.6,67.64,0,0.55,8.88,2.73,0.27,0,1.64,0.55,0.14,0.82,0.68,0.14,0.55,6.56,0.68,0.27,0,0.14,0.14,0,44.82
