stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,13,0,0,0,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,2.25,2.54,0,1.97,0.85,1.41,0,0,0,0,0,0,0,0,0,0,0.28,1.41,4.23,0.56,4.51,0,0,0,0,50.45,34.1,0,0,0,4.51,0,0,2.82,0,0.28,0,0,0
21Day,1.85,0.74,0.37,8.14,0,4.44,0,2.59,0,0,0.37,0,0,0.37,0,2.59,0,1.48,2.22,2.59,8.14,0,0,0.37,0.37,14.8,6.29,0,1.11,0,2.96,0.37,0,0.74,0.74,0.37,0,0,2.59
3Month,0.1,0.94,0.21,6.87,0,0,0.1,0.31,0.1,1.14,3.85,0,0,10.19,3.22,0.1,3.74,0.62,2.39,1.77,2.08,0.21,0,0.42,0.42,0.42,0,0.21,0.31,0,0.1,0.21,6.35,0,0.1,0,0.83,1.66,1.46
22Month,0.14,0.68,0.96,2.05,0,0,0,0,0,0.68,6.97,1.23,0,23.37,1.91,1.09,5.19,0.14,0.41,4.65,1.64,0.14,0.55,0,0,0.14,0.14,0.41,0.27,0.27,0,0.14,1.78,0.14,0.14,0.14,0,0,1.09
