stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,144,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,109.36,0.56,1.41,0.56,1.41,0.28,0,0,0,0,0,0,0,1.41,3.1,0.56,3.1,0,0,0,17.19,10.71,0.28,0.28,3.1,0,0,1.13,0,0.85,0.28,0,0,0
21Day,41.81,0.37,5.55,0.37,2.22,0,0,0.37,0,0.37,0,1.85,1.11,0,1.11,1.11,6.29,0,1.11,0,4.81,1.85,0.74,0,2.22,0.74,0,0.37,0.37,0.74,0.37,0,0,0.37
3Month,3.85,0.21,0.73,0,0,0,0.21,0.21,0,1.14,0.62,0,0.83,0.1,0.42,0.52,0.52,0.1,0,0.21,0.1,0,0.1,0,0,0.1,0.83,0.1,0,0,0,0.21,0.42,0.21
22Month,0.55,0.14,0.41,0,0,0,0,1.09,0.27,2.32,0.41,0,0.55,0.14,0,1.64,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0.14
