stage,Epithelial_cell,Granulosa_cell,Hepatocyte,Ionocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Neural_cell,Neural_progenitor_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,1,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0.56,0.56,0,0,0.28,0.28,0
21Day,0,0,0,0.37,0,0.37,0,0.37,0,0.37,1.11,3.7,0,0
3Month,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1
22Month,0,0.14,0.27,0,0,0,0,0,0,0,0,0,0,0
