stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0.56,0,0,1.69,0,3.1,0,0,0.28,0,2.82,4.51,0,0,0,1.69,0.28,0.28,0.85,0,0,0,0,0,0
21Day,0.74,1.11,0.37,6.29,9.25,0,3.33,0,0,0,0,0,0,0.74,1.85,0.37,0,1.48,0,9.62,0,0,0.74,0,1.48,5.18,0,0,0,3.7,0.74,0.74,1.11,0.37,0.37,0,0,0,0
3Month,0.1,0.52,0,11.55,0,0,0.21,0.1,0.42,1.77,0,0,7.28,2.6,0.42,2.81,0.73,3.22,2.39,2.6,0.21,0,0.52,0.62,0.1,0.1,0.52,0.42,0,0.31,1.46,118.37,0.31,0.1,0,0,1.25,37.76,2.29
22Month,0,0.55,0.14,2.6,0,0.55,0.14,0.14,0.14,3.69,0.14,0,15.17,1.37,1.5,2.73,0,0.14,4.92,1.78,0.14,0.41,0,0,0.14,0,0.27,0.14,0.68,0.27,0.14,18.45,0,0,0,0.14,0,0.14,0.55
